range,cityuf,citycd,pv2,barrelsa08,mfrcode,city08,lv4,rangehwy,co2a,mpgdata,uhighway,highway08,startstop,comb08u,year,model,fueltype,displ,highwayuf,highwaye,cylinders,co2,charge240,phevblended,drive,highwaya08u,highwaya08,make,highway08u,phevcomb,fuelcosta08,ucitya,ghgscore,combe,basemodel,phevcity,barrels08,fuelcost08,pv4,fescore,co2tailpipegpm,citya08u,charge240b,comba08u,rangecitya,charge120,co2tailpipeagpm,fueltype1,lv2,id,trany,highwaycd,yousavespend,citya08,ucity,vclass,createdon,city08u,combineduf,modifiedon,rangecity,citye,comb08,uhighwaya,rangehwya,phevhwy,hpv,engid,hlv,comba08,combinedcd,tcharger,eng_dscr,atvtype,evmotor,scharger,fueltype2,rangea
0,0.0,0.0,0,0.0,CRX,22,0,0.0,-1,N,37.4997,24,Y,22.8165,2021,Wrangler 2dr 4WD,Regular,2.0,0.0,0.0,4,388,0.0,false,4-Wheel Drive,0.0,0,Jeep,24.0029,0,0,0.0,5,0.0,Wrangler,0,12.935217391304349,2350,0,5,388.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,42907,Automatic 8-spd,0.0,-2250,0,27.9478,Small Sport Utility Vehicle 4WD,2020-08-11,21.9296,0.0,2020-11-18,0.0,0.0,23,0.0,0.0,0,0,515,0,0,0.0,T,SIDI,,,,,
0,0.0,0.0,0,0.0,CRX,24,0,0.0,-1,N,45.7495,32,Y,26.9531,2022,Renegade 2WD,Regular,1.3,0.0,0.0,4,329,0.0,false,Front-Wheel Drive,0.0,0,Jeep,31.7598,0,0,0.0,6,0.0,Renegade,0,11.018888888888888,2000,0,6,329.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,44853,Automatic 9-spd,0.0,-500,0,30.8499,Small Sport Utility Vehicle 2WD,2021-11-16,23.9833,0.0,2022-12-05,0.0,0.0,27,0.0,0.0,0,0,404,0,0,0.0,T,,,,,,
0,0.0,0.0,0,0.0,CRX,19,0,0.0,-1,N,36.8,26,Y,21.847,2022,Grand Cherokee 2WD,Regular,3.6,0.0,0.0,6,407,0.0,false,Rear-Wheel Drive,0.0,0,Jeep,26.0636,0,0,0.0,5,0.0,Grand Cherokee,0,13.52318181818182,2450,0,5,407.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,44856,Automatic 8-spd,0.0,-2750,0,24.3,Standard Sport Utility Vehicle 2WD,2021-11-16,19.2932,0.0,2021-11-16,0.0,0.0,22,0.0,0.0,0,0,538,0,0,0.0,,,,,,,
0,0.0,0.0,0,0.0,CRX,22,0,0.0,-1,N,39.4,28,Y,24.0449,2023,Gladiator EcoDiesel 4WD,Diesel,3.0,0.0,0.0,6,423,0.0,false,4-Wheel Drive,0.0,0,Jeep,27.7421,0,0,0.0,4,0.0,Gladiator,0,14.883125,2350,0,5,423.0,0.0,0.0,0.0,0.0,0.0,0.0,Diesel,0,45815,Automatic 8-spd,0.0,-2250,0,27.6,Standard Pickup Trucks 4WD,2022-08-30,21.6809,0.0,2022-09-07,0.0,0.0,24,0.0,0.0,0,0,539,0,0,0.0,T,,Diesel,,,,
0,0.0,0.0,0,0.0,CRX,14,0,0.0,-1,N,26.7,19,Y,15.7016,2023,Grand Wagoneer L 4WD,Premium,3.0,0.0,0.0,6,566,0.0,false,All-Wheel Drive,0.0,0,Jeep,18.8246,0,0,0.0,3,0.0,Grand Wagoneer,0,18.594375,4200,0,3,566.0,0.0,0.0,0.0,0.0,0.0,0.0,Premium Gasoline,0,45846,Automatic 8-spd,0.0,-11500,0,17.0,Standard Sport Utility Vehicle 4WD,2022-08-30,13.8251,0.0,2023-02-14,0.0,0.0,16,0.0,0.0,0,0,504,0,0,0.0,T,SIDI,,,,,
0,0.0,0.0,0,0.0,CRX,21,0,0.0,-1,N,42.3,29,Y,24.1812,2023,Cherokee 4WD,Regular,2.4,0.0,0.0,4,370,0.0,false,All-Wheel Drive,0.0,0,Jeep,29.0,0,0,0.0,5,0.0,Cherokee,0,12.39625,2250,0,5,370.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,46294,Automatic 9-spd,0.0,-1750,0,26.7,Small Sport Utility Vehicle 4WD,2022-12-12,21.0347,0.0,2023-04-27,0.0,0.0,24,0.0,0.0,0,0,565,0,0,0.0,,,,,,,
0,0.0,0.0,0,0.0,CRX,20,0,0.0,-1,N,36.2466,26,Y,22.2086,2020,Cherokee Trailhawk 4WD,Regular,2.0,0.0,0.0,4,400,0.0,false,All-Wheel Drive,0.0,0,Jeep,25.7038,0,0,0.0,4,0.0,Cherokee,0,13.52318181818182,2450,0,4,400.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,41675,Automatic 9-spd,0.0,-2750,0,25.2491,Small Sport Utility Vehicle 4WD,2019-07-24,19.9851,0.0,2019-12-18,0.0,0.0,22,0.0,0.0,0,0,519,0,0,0.0,T,SIDI,,,,,
0,0.0,0.0,0,0.0,CRX,22,0,0.0,-1,N,43.2,30,N,24.8726,2020,Renegade 2WD,Regular,2.4,0.0,0.0,4,357,0.0,false,Front-Wheel Drive,0.0,0,Jeep,30.1602,0,0,0.0,5,0.0,Renegade,0,11.900400000000001,2150,0,5,357.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,42037,Automatic 9-spd,0.0,-1250,0,27.7,Small Sport Utility Vehicle 2WD,2019-09-10,21.7524,0.0,2019-12-18,0.0,0.0,25,0.0,0.0,0,0,403,0,0,0.0,,,,,,,
0,0.0,0.0,0,0.0,CRX,14,0,0.0,-1,N,30.1,22,N,16.6887,2021,Grand Cherokee 4WD,Midgrade,5.7,0.0,0.0,8,533,0.0,false,All-Wheel Drive,0.0,0,Jeep,21.6461,0,0,0.0,3,0.0,Grand Cherokee,0,17.500588235294117,3650,0,3,533.0,0.0,0.0,0.0,0.0,0.0,0.0,Midgrade Gasoline,0,43168,Automatic 8-spd,0.0,-8750,0,17.3,Standard Sport Utility Vehicle 4WD,2020-09-16,14.0551,0.0,2020-11-18,0.0,0.0,17,0.0,0.0,0,0,556,0,0,0.0,,,,,,,
0,0.0,0.0,0,0.0,CRX,17,0,0.0,-1,N,33.6,24,Y,19.616,2023,Wagoneer L 2WD,Regular,3.0,0.0,0.0,6,453,0.0,false,Rear-Wheel Drive,0.0,0,Jeep,23.9706,0,0,0.0,4,0.0,Wagoneer,0,14.8755,2700,0,4,453.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,46237,Automatic 8-spd,0.0,-4000,0,21.3,Standard Sport Utility Vehicle 2WD,2022-11-30,17.0777,0.0,2023-02-14,0.0,0.0,20,0.0,0.0,0,0,535,0,0,0.0,T,SIDI,,,,,
0,0.0,0.0,0,0.0,CRX,18,0,0.0,-1,N,35.4,25,Y,21.0931,2024,Grand Cherokee L 4WD,Regular,3.6,0.0,0.0,6,430,0.0,false,All-Wheel Drive,0.0,0,Jeep,25.1517,0,0,0.0,4,0.0,Grand Cherokee,0,14.167142857142858,2550,0,4,430.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,47190,Automatic 8-spd,0.0,-3250,0,23.4,Standard Sport Utility Vehicle 4WD,2023-09-19,18.0,0.0,2024-03-19,0.0,0.0,21,0.0,0.0,0,0,532,0,0,0.0,,,,,,,
0,0.0,0.0,0,0.0,CRX,16,0,0.0,-1,N,29.5,21,Y,17.8084,2024,Gladiator 4WD,Regular,3.6,0.0,0.0,6,500,0.0,false,4-Wheel Drive,0.0,0,Jeep,21.2439,0,0,0.0,4,0.0,Gladiator,0,16.528333333333336,3000,0,4,500.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,47621,Manual 6-spd,0.0,-5500,0,19.5,Standard Pickup Trucks 4WD,2024-02-21,15.7274,0.0,2024-04-16,0.0,0.0,18,0.0,0.0,0,0,553,0,0,0.0,,,,,,,
0,0.0,0.0,0,0.0,CRX,24,0,0.0,-1,N,45.7495,32,Y,26.9515,2020,Renegade 2WD,Regular,1.3,0.0,0.0,4,328,0.0,false,Front-Wheel Drive,0.0,0,Jeep,31.7549,0,0,0.0,6,0.0,Renegade,0,11.018888888888888,2000,0,6,328.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,42036,Automatic 9-spd,0.0,-500,0,30.8499,Small Sport Utility Vehicle 2WD,2019-09-10,23.9833,0.0,2019-12-18,0.0,0.0,27,0.0,0.0,0,0,402,0,0,0.0,T,SIDI,,,,,
0,0.0,0.0,0,0.0,CRX,21,0,0.0,-1,N,35.3,22,Y,21.4822,2020,Wrangler 4WD,Regular,2.0,0.0,0.0,4,414,0.0,false,4-Wheel Drive,0.0,0,Jeep,22.4429,0,0,0.0,4,0.0,Wrangler,0,14.167142857142858,2550,0,4,414.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,42456,Automatic 8-spd,0.0,-3250,0,26.8,Small Sport Utility Vehicle 4WD,2020-01-27,20.7553,0.0,2020-06-24,0.0,0.0,21,0.0,0.0,0,0,527,0,0,0.0,T,SIDI; Mild Hybrid,Hybrid,48V Li-Ion,,,
0,0.0,0.0,0,0.0,CRX,24,0,0.0,-1,N,45.7495,32,Y,26.9531,2021,Renegade 2WD,Regular,1.3,0.0,0.0,4,329,0.0,false,Front-Wheel Drive,0.0,0,Jeep,31.7598,0,0,0.0,6,0.0,Renegade,0,11.018888888888888,2000,0,6,329.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,43121,Automatic 9-spd,0.0,-500,0,30.8499,Small Sport Utility Vehicle 2WD,2020-09-10,23.9833,0.0,2021-04-26,0.0,0.0,27,0.0,0.0,0,0,400,0,0,0.0,T,SIDI,,,,,
0,0.0,0.0,0,0.0,CRX,11,0,0.0,-1,N,23.4,17,N,13.3061,2021,Grand Cherokee Trackhawk 4WD,Premium,6.2,0.0,0.0,8,664,0.0,false,All-Wheel Drive,0.0,0,Jeep,17.0907,0,0,0.0,1,0.0,Grand Cherokee,0,22.885384615384616,5200,0,1,664.0,0.0,0.0,0.0,0.0,0.0,0.0,Premium Gasoline,0,43661,Automatic 8-spd,0.0,-16500,0,13.7,Standard Sport Utility Vehicle 4WD,2021-01-12,11.2651,0.0,2021-02-02,0.0,0.0,13,0.0,0.0,0,0,539,0,0,0.0,,Hellcat engine,,,S,,
0,0.0,0.0,0,0.0,CRX,13,0,0.0,-1,N,22.8,17,N,14.2579,2021,Wrangler 4dr 4WD,Premium,6.4,0.0,0.0,8,623,0.0,false,4-Wheel Drive,0.0,0,Jeep,16.6758,0,0,0.0,1,0.0,Wrangler,0,21.250714285714285,4800,0,1,623.0,0.0,0.0,0.0,0.0,0.0,0.0,Premium Gasoline,0,43682,Automatic 8-spd,0.0,-14500,0,15.6,Small Sport Utility Vehicle 4WD,2021-01-20,12.7459,0.0,2021-05-18,0.0,0.0,14,0.0,0.0,0,0,579,0,0,0.0,,,,,,,
0,0.0,0.0,0,0.0,CRX,23,0,0.0,-1,N,43.5,29,Y,26.0302,2022,Renegade 4WD,Regular,1.3,0.0,0.0,4,347,0.0,false,All-Wheel Drive,0.0,0,Jeep,29.0,0,0,0.0,5,0.0,Renegade,0,11.442692307692308,2050,0,5,347.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,44818,Automatic 9-spd,0.0,-750,0,29.9,Small Sport Utility Vehicle 4WD,2021-11-04,23.3153,0.0,2022-12-05,0.0,0.0,26,0.0,0.0,0,0,545,0,0,0.0,T,,,,,,
0,0.0,0.0,0,0.0,CRX,13,0,0.0,-1,N,22.8,17,N,14.2579,2022,Wrangler 4dr 4WD,Premium,6.4,0.0,0.0,8,623,0.0,false,4-Wheel Drive,0.0,0,Jeep,16.6758,0,0,0.0,2,0.0,Wrangler,0,21.250714285714285,4800,0,2,623.0,0.0,0.0,0.0,0.0,0.0,0.0,Premium Gasoline,0,44915,Automatic 8-spd,0.0,-14500,0,15.6,Small Sport Utility Vehicle 4WD,2021-12-02,12.7459,0.0,2022-10-13,0.0,0.0,14,0.0,0.0,0,0,570,0,0,0.0,,,,,,,
0,0.0,0.0,0,0.0,CRX,22,0,0.0,-1,N,41.2,29,Y,24.7211,2023,Wrangler 4dr EcoDiesel 4WD,Diesel,3.0,0.0,0.0,6,411,0.0,false,4-Wheel Drive,0.0,0,Jeep,28.8926,0,0,0.0,5,0.0,Wrangler,0,14.2878,2250,0,5,411.0,0.0,0.0,0.0,0.0,0.0,0.0,Diesel,0,45689,Automatic 8-spd,0.0,-1750,0,28.1996,Small Sport Utility Vehicle 4WD,2022-08-02,22.1093,0.0,2022-12-19,0.0,0.0,25,0.0,0.0,0,0,520,0,0,0.0,T,,Diesel,,,,
0,0.0,0.0,0,0.0,CRX,15,0,0.0,-1,N,27.7,20,Y,16.9963,2023,Wagoneer 4WD,Midgrade,5.7,0.0,0.0,8,522,0.0,false,All-Wheel Drive,0.0,0,Jeep,20.0305,0,0,0.0,3,0.0,Wagoneer,0,17.500588235294117,3650,0,3,522.0,0.0,0.0,0.0,0.0,0.0,0.0,Midgrade Gasoline,0,45847,Automatic 8-spd,0.0,-8750,0,18.7,Standard Sport Utility Vehicle 4WD,2022-08-30,15.1221,0.0,2023-04-27,0.0,0.0,17,0.0,0.0,0,0,537,0,0,0.0,,Mild Hybrid,Hybrid,48V Li-Ion,,,
0,0.0,0.0,0,0.0,CRX,23,0,0.0,-1,N,43.6,29,Y,25.5586,2020,Renegade 4WD,Regular,1.3,0.0,0.0,4,348,0.0,false,All-Wheel Drive,0.0,0,Jeep,28.9649,0,0,0.0,5,0.0,Renegade,0,11.442692307692308,2050,0,5,348.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,42042,Automatic 9-spd,0.0,-750,0,29.9,Small Sport Utility Vehicle 4WD,2019-09-10,23.3153,0.0,2019-12-18,0.0,0.0,26,0.0,0.0,0,0,511,0,0,0.0,T,SIDI,,,,,
0,0.0,0.0,0,0.0,CRX,23,0,0.0,-1,N,44.6432,31,Y,25.7892,2021,Cherokee FWD,Regular,2.0,0.0,0.0,4,345,0.0,false,Front-Wheel Drive,0.0,0,Jeep,31.0679,0,0,0.0,5,0.0,Cherokee,0,11.442692307692308,2050,0,5,345.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,43062,Automatic 9-spd,0.0,-750,0,28.9478,Small Sport Utility Vehicle 2WD,2020-09-03,22.6416,0.0,2020-11-18,0.0,0.0,26,0.0,0.0,0,0,3,0,0,0.0,T,SIDI,,,,,
0,0.0,0.0,0,0.0,CRX,19,0,0.0,-1,N,36.3997,26,Y,21.4537,2022,Grand Cherokee WK 2WD,Regular,3.6,0.0,0.0,6,414,0.0,false,Rear-Wheel Drive,0.0,0,Jeep,25.8035,0,0,0.0,4,0.0,Grand Cherokee,0,14.167142857142858,2550,0,4,414.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,45039,Automatic 8-spd,0.0,-3250,0,23.6996,Standard Sport Utility Vehicle 2WD,2022-01-04,18.8533,0.0,2022-01-12,0.0,0.0,21,0.0,0.0,0,0,539,0,0,0.0,,,,,,,
0,0.0,0.0,0,0.0,CRX,15,0,0.0,-1,N,28.6969,21,Y,17.0468,2022,Grand Wagoneer 2WD,Premium,3.0,0.0,0.0,6,521,0.0,false,Rear-Wheel Drive,0.0,0,Jeep,20.7038,0,0,0.0,3,0.0,Grand Wagoneer,0,17.500588235294117,3950,0,3,521.0,0.0,0.0,0.0,0.0,0.0,0.0,Premium Gasoline,0,45291,Automatic 8-spd,0.0,-10250,0,18.4,Standard Sport Utility Vehicle 2WD,2022-04-22,14.8943,0.0,2022-04-22,0.0,0.0,17,0.0,0.0,0,0,507,0,0,0.0,T,SIDI,,,,,
0,0.0,0.0,0,0.0,CRX,14,0,0.0,-1,N,30.1,22,N,16.6887,2024,Grand Cherokee L 4WD,Midgrade,5.7,0.0,0.0,8,533,0.0,false,All-Wheel Drive,0.0,0,Jeep,21.6461,0,0,0.0,3,0.0,Grand Cherokee,0,17.500588235294117,3650,0,3,533.0,0.0,0.0,0.0,0.0,0.0,0.0,Midgrade Gasoline,0,47434,Automatic 8-spd,0.0,-8750,0,17.3,Standard Sport Utility Vehicle 4WD,2023-11-06,14.0551,0.0,2024-03-19,0.0,0.0,17,0.0,0.0,0,0,533,0,0,0.0,,,,,,,
0,0.0,0.0,0,0.0,CRX,23,0,0.0,-1,N,44.6432,31,Y,25.7892,2020,Cherokee FWD,Regular,2.0,0.0,0.0,4,345,0.0,false,Front-Wheel Drive,0.0,0,Jeep,31.0679,0,0,0.0,5,0.0,Cherokee,0,11.442692307692308,2050,0,5,345.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,41659,Automatic 9-spd,0.0,-750,0,28.9478,Small Sport Utility Vehicle 2WD,2019-07-24,22.6416,0.0,2019-12-18,0.0,0.0,26,0.0,0.0,0,0,1,0,0,0.0,T,SIDI,,,,,
0,0.0,0.0,0,0.0,CRX,22,0,0.0,-1,N,44.8998,31,Y,25.2188,2022,Cherokee FWD,Regular,2.4,0.0,0.0,4,352,0.0,false,Front-Wheel Drive,0.0,0,Jeep,31.2287,0,0,0.0,5,0.0,Cherokee,0,11.900400000000001,2150,0,5,352.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,45090,Automatic 9-spd,0.0,-1250,0,27.7499,Small Sport Utility Vehicle 2WD,2022-01-19,21.7881,0.0,2022-12-21,0.0,0.0,25,0.0,0.0,0,0,3,0,0,0.0,,,,,,,
0,0.0,0.0,0,0.0,CRX,22,0,0.0,-1,Y,44.3454,31,Y,25.4013,2021,Compass FWD,Regular,2.4,0.0,0.0,4,350,0.0,false,Front-Wheel Drive,0.0,0,Jeep,30.8811,0,0,0.0,5,0.0,Compass,0,11.900400000000001,2150,0,5,350.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,42850,Automatic 6-spd,0.0,-1250,0,28.3,Small Sport Utility Vehicle 2WD,2020-08-04,22.1809,0.0,2020-11-18,0.0,0.0,25,0.0,0.0,0,0,1,0,0,0.0,,,,,,,
0,0.0,0.0,0,0.0,CRX,20,0,0.0,-1,N,38.7997,27,Y,23.0251,2020,Cherokee 4WD Active Drive II,Regular,2.0,0.0,0.0,4,387,0.0,false,All-Wheel Drive,0.0,0,Jeep,27.3563,0,0,0.0,5,0.0,Cherokee,0,12.935217391304349,2350,0,5,387.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,41673,Automatic 9-spd,0.0,-2250,0,25.7996,Small Sport Utility Vehicle 4WD,2019-07-24,20.3845,0.0,2019-12-18,0.0,0.0,23,0.0,0.0,0,0,517,0,0,0.0,T,SIDI,,,,,
0,0.0,0.0,0,0.0,CRX,22,0,0.0,-1,N,41.2,29,Y,24.7211,2020,Wrangler Unlimited 4WD,Diesel,3.0,0.0,0.0,6,411,0.0,false,4-Wheel Drive,0.0,0,Jeep,28.8926,0,0,0.0,4,0.0,Wrangler,0,14.2878,2250,0,5,411.0,0.0,0.0,0.0,0.0,0.0,0.0,Diesel,0,42405,Automatic 8-spd,0.0,-1750,0,28.1996,Small Sport Utility Vehicle 4WD,2019-12-18,22.1093,0.0,2020-02-05,0.0,0.0,25,0.0,0.0,0,0,550,0,0,0.0,T,,Diesel,,,,
0,0.0,0.0,0,0.0,CRX,22,0,0.0,-1,N,43.2,30,Y,24.8726,2021,Compass 4WD,Regular,2.4,0.0,0.0,4,358,0.0,false,All-Wheel Drive,0.0,0,Jeep,30.1602,0,0,0.0,5,0.0,Compass,0,11.900400000000001,2150,0,5,358.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,42853,Automatic 9-spd,0.0,-1250,0,27.7,Small Sport Utility Vehicle 4WD,2020-08-04,21.7524,0.0,2020-11-18,0.0,0.0,25,0.0,0.0,0,0,507,0,0,0.0,,,,,,,
0,0.0,0.0,0,0.0,CRX,20,0,0.0,-1,N,40.9961,29,Y,22.9779,2021,Cherokee FWD,Regular,3.2,0.0,0.0,6,387,0.0,false,Front-Wheel Drive,0.0,0,Jeep,28.7628,0,0,0.0,5,0.0,Cherokee,0,12.935217391304349,2350,0,5,387.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,43064,Automatic 9-spd,0.0,-2250,0,24.9,Small Sport Utility Vehicle 2WD,2020-09-03,19.7311,0.0,2020-11-18,0.0,0.0,23,0.0,0.0,0,0,5,0,0,0.0,,,,,,,
0,0.0,0.0,0,0.0,CRX,21,0,0.0,-1,N,42.3,29,Y,24.1812,2021,Cherokee 4WD,Regular,2.4,0.0,0.0,4,370,0.0,false,All-Wheel Drive,0.0,0,Jeep,29.0,0,0,0.0,5,0.0,Cherokee,0,12.39625,2250,0,5,370.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,43066,Automatic 9-spd,0.0,-1750,0,26.7,Small Sport Utility Vehicle 4WD,2020-09-03,21.0347,0.0,2020-11-18,0.0,0.0,24,0.0,0.0,0,0,534,0,0,0.0,,,,,,,
0,0.0,0.0,0,0.0,CRX,22,0,0.0,-1,N,40.4,27,Y,24.3076,2021,Renegade Trailhawk 4WD,Regular,1.3,0.0,0.0,4,372,0.0,false,All-Wheel Drive,0.0,0,Jeep,27.0,0,0,0.0,5,0.0,Renegade,0,12.39625,2250,0,5,372.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,43162,Automatic 9-spd,0.0,-1750,0,27.7,Small Sport Utility Vehicle 4WD,2020-09-16,21.7524,0.0,2021-04-26,0.0,0.0,24,0.0,0.0,0,0,513,0,0,0.0,T,SIDI,,,,,
0,0.0,0.0,0,0.0,CRX,19,0,0.0,-1,N,38.8,27,Y,22.1899,2022,Cherokee 4WD,Regular,3.2,0.0,0.0,6,400,0.0,false,All-Wheel Drive,0.0,0,Jeep,27.3565,0,0,0.0,5,0.0,Cherokee,0,13.52318181818182,2450,0,5,400.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,45095,Automatic 9-spd,0.0,-2750,0,24.2,Small Sport Utility Vehicle 4WD,2022-01-19,19.22,0.0,2022-10-13,0.0,0.0,22,0.0,0.0,0,0,557,0,0,0.0,,,,,,,
0,0.0,0.0,0,0.0,CRX,16,0,0.0,-1,N,31.3,22,Y,18.6657,2024,Wrangler 4dr 4WD,Regular,3.6,0.0,0.0,6,476,0.0,false,4-Wheel Drive,0.0,0,Jeep,22.4473,0,0,0.0,4,0.0,Wrangler,0,15.65842105263158,2850,0,4,476.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular Gasoline,0,46885,Manual 6-spd,0.0,-4750,0,20.4,Small Sport Utility Vehicle 4WD,2023-07-31,16.4046,0.0,2024-03-19,0.0,0.0,19,0.0,0.0,0,0,503,0,0,0.0,,,,,,,
